#A #B
607.1025 -0.19586
607.103 -0.1957
607.1035 -0.1963
607.104 -0.19621
607.1045 -0.19612
607.105 -0.19614
607.1055 -0.19658
607.106 -0.19576
607.1065 -0.19596
607.107 -0.19789
607.1075 -0.19658
607.108 -0.19701
607.1085 -0.19697
607.109 -0.19652
607.1095 -0.19669
607.11 -0.19771
607.1105 -0.19806
607.111 -0.19795
607.1115 -0.19715
607.112 -0.19831
607.1125 -0.19836
607.113 -0.19854
607.1135 -0.19839
607.114 -0.19876
607.1145 -0.19967
607.115 -0.19904
607.1155 -0.20006
607.116 -0.20015
607.1165 -0.2
607.117 -0.20034
607.1175 -0.20101
607.118 -0.20117
607.1185 -0.20206
607.119 -0.20215
607.1195 -0.20281
607.12 -0.20286
607.1205 -0.20366
607.121 -0.20312
607.1215 -0.2041
607.122 -0.2057
607.1225 -0.20589
607.123 -0.20753
607.1235 -0.20721
607.124 -0.20898
607.1245 -0.20684
607.125 -0.20919
607.1255 -0.20908
607.126 -0.21135
607.1265 -0.21402
607.127 -0.21395
607.1275 -0.21385
607.128 -0.21673
607.1285 -0.21662
607.129 -0.22086
607.1295 -0.22351
607.13 -0.22236
607.1305 -0.2231
607.131 -0.2264
607.1315 -0.23084
607.132 -0.23497
607.1325 -0.23566
607.133 -0.236
607.1335 -0.23867
607.134 -0.24411
607.1345 -0.24568
607.135 -0.24975
607.1355 -0.25485
607.136 -0.25951
607.1365 -0.2642
607.137 -0.27041
607.1375 -0.27559
607.138 -0.281
607.1385 -0.29146
607.139 -0.29953
607.1395 -0.30121
607.14 -0.30769
607.1405 -0.32013
607.141 -0.32773
607.1415 -0.34718
607.142 -0.35805
607.1425 -0.37311
607.143 -0.38318
607.1435 -0.39434
607.144 -0.41769
607.1445 -0.44657
607.145 -0.4715
607.1455 -0.51042
607.146 -0.54584
607.1465 -0.57868
607.147 -0.65432
607.1475 -0.709
607.148 -0.77793
607.1485 -0.85146
607.149 -0.95852
607.1495 -1.04305
607.15 -1.10197
607.1505 -1.17288
607.151 -1.26148
607.1515 -1.29889
607.152 -1.35347
607.1525 -1.38253
607.153 -1.39811
607.1535 -1.42325
607.154 -1.40287
607.1545 -1.40365
607.155 -1.378
607.1555 -1.36026
607.156 -1.32449
607.1565 -1.28174
607.157 -1.24765
607.1575 -1.19478
607.158 -1.13778
607.1585 -1.09062
607.159 -1.02263
607.1595 -0.98955
607.16 -0.92996
607.1605 -0.8955
607.161 -0.84042
607.1615 -0.81162
607.162 -0.79021
607.1625 -0.75886
607.163 -0.71331
607.1635 -0.69538
607.164 -0.66165
607.1645 -0.63289
607.165 -0.62205
607.1655 -0.60134
607.166 -0.58517
607.1665 -0.56095
607.167 -0.55376
607.1675 -0.53504
607.168 -0.5201
607.1685 -0.50567
607.169 -0.49105
607.1695 -0.47334
607.17 -0.45635
607.1705 -0.43605
607.171 -0.42238
607.1715 -0.41816
607.172 -0.40306
607.1725 -0.3824
607.173 -0.37929
607.1735 -0.36666
607.174 -0.36236
607.1745 -0.35422
607.175 -0.3392
607.1755 -0.33882
607.176 -0.32811
607.1765 -0.31947
607.177 -0.31255
607.1775 -0.31101
607.178 -0.30111
607.1785 -0.29807
607.179 -0.28682
607.1795 -0.28225
607.18 -0.27917
607.1805 -0.27074
607.181 -0.26408
607.1815 -0.25727
607.182 -0.25587
607.1825 -0.2505
607.183 -0.24423
607.1835 -0.2405
607.184 -0.23383
607.1845 -0.23384
607.185 -0.22949
607.1855 -0.22504
607.186 -0.22195
607.1865 -0.22197
607.187 -0.2172
607.1875 -0.21487
607.188 -0.2146
607.1885 -0.21315
607.189 -0.20959
607.1895 -0.20799
607.19 -0.20631
607.1905 -0.20533
607.191 -0.20401
607.1915 -0.20378
607.192 -0.20256
607.1925 -0.20247
607.193 -0.20157
607.1935 -0.19946
607.194 -0.19963
607.1945 -0.19913
607.195 -0.19908
607.1955 -0.19924
607.196 -0.19823
607.1965 -0.19776
607.197 -0.1981
607.1975 -0.19651
607.198 -0.19696
607.1985 -0.1978
607.199 -0.1974
607.1995 -0.19791
607.2 -0.19583
607.2005 -0.19701
607.201 -0.1961
607.2015 -0.1964
607.202 -0.19628
607.2025 -0.1974
607.203 -0.19576
607.2035 -0.19635
607.204 -0.19638
607.2045 -0.19584
607.205 -0.1953
607.2055 -0.19547
607.206 -0.19566
607.2065 -0.19563
607.207 -0.19551
607.2075 -0.19501
607.208 -0.19501
607.2085 -0.19554
607.209 -0.19517
607.2095 -0.19486
607.21 -0.19519
607.2105 -0.19504
607.211 -0.19426
607.2115 -0.19522
607.212 -0.19552
607.2125 -0.19514
607.213 -0.19533
607.2135 -0.19488
607.214 -0.19499
607.2145 -0.19439
607.215 -0.19447
607.2155 -0.19463
607.216 -0.19404
607.2165 -0.19463
607.217 -0.19494
607.2175 -0.19468
607.218 -0.19422
607.2185 -0.19411
607.219 -0.19409
607.2195 -0.19413
607.22 -0.19407
607.2205 -0.19408
607.221 -0.19472
607.2215 -0.19411
607.222 -0.19363
607.2225 -0.19376
607.223 -0.1936
607.2235 -0.19408
607.224 -0.19399
607.2245 -0.1936
607.225 -0.19338
607.2255 -0.19391
607.226 -0.19345
607.2265 -0.19383
607.227 -0.19348
607.2275 -0.19351
607.228 -0.1937
607.2285 -0.19397
607.229 -0.19364
607.2295 -0.19345
607.23 -0.19358
607.2305 -0.19317
607.231 -0.19363
607.2315 -0.19368
607.232 -0.19361
607.2325 -0.19357
607.233 -0.19393
607.2335 -0.1938
607.234 -0.19377
607.2345 -0.19313
607.235 -0.19333
607.2355 -0.19278
607.236 -0.19345
607.2365 -0.19366
607.237 -0.19347
607.2375 -0.19321
607.238 -0.19321
607.2385 -0.19324
607.239 -0.19327
607.2395 -0.19304
607.24 -0.19333
607.2405 -0.19308
607.241 -0.19349
607.2415 -0.19274
607.242 -0.19329
607.2425 -0.1933
607.243 -0.193
607.2435 -0.1928
607.244 -0.19271
607.2445 -0.19323
607.245 -0.19305
607.2455 -0.19376
607.246 -0.19324
607.2465 -0.19322
607.247 -0.19271
607.2475 -0.19255
607.248 -0.1926
607.2485 -0.19271
607.249 -0.19263
607.2495 -0.19278
607.25 -0.19284
