#A #B
435.206 -0.19205
435.208 -0.19199
435.21 -0.19216
435.212 -0.19205
435.214 -0.19239
435.216 -0.19206
435.218 -0.19218
435.22 -0.19222
435.222 -0.19228
435.224 -0.19228
435.226 -0.19234
435.228 -0.1923
435.23 -0.19219
435.232 -0.1923
435.234 -0.19233
435.236 -0.19279
435.238 -0.19233
435.24 -0.19214
435.242 -0.19235
435.244 -0.19244
435.246 -0.19204
435.248 -0.19222
435.25 -0.19233
435.252 -0.19231
435.254 -0.19242
435.256 -0.19224
435.258 -0.19214
435.26 -0.19232
435.262 -0.19203
435.264 -0.19217
435.266 -0.19225
435.268 -0.1926
435.27 -0.19153
435.272 -0.19217
435.274 -0.19227
435.276 -0.19236
435.278 -0.19236
435.28 -0.19224
435.282 -0.19236
435.284 -0.19216
435.286 -0.19259
435.288 -0.19222
435.29 -0.1922
435.292 -0.19242
435.294 -0.19231
435.296 -0.19218
435.298 -0.19246
435.3 -0.19225
435.302 -0.19255
435.304 -0.19239
435.306 -0.19252
435.308 -0.19233
435.31 -0.1923
435.312 -0.19266
435.314 -0.19231
435.316 -0.19247
435.318 -0.19259
435.32 -0.19227
435.322 -0.19249
435.324 -0.19249
435.326 -0.19253
435.328 -0.1923
435.33 -0.19219
435.332 -0.19247
435.334 -0.19217
435.336 -0.19255
435.338 -0.19261
435.34 -0.19242
435.342 -0.19297
435.344 -0.19236
435.346 -0.19249
435.348 -0.19255
435.35 -0.19246
435.352 -0.19225
435.354 -0.19292
435.356 -0.1926
435.358 -0.19239
435.36 -0.19225
435.362 -0.19235
435.364 -0.19243
435.366 -0.1925
435.368 -0.19247
435.37 -0.19246
435.372 -0.19257
435.374 -0.19274
435.376 -0.19285
435.378 -0.19266
435.38 -0.19253
435.382 -0.1926
435.384 -0.19253
435.386 -0.19246
435.388 -0.19246
435.39 -0.19247
435.392 -0.19245
435.394 -0.19268
435.396 -0.19253
435.398 -0.19287
435.4 -0.19262
435.402 -0.19274
435.404 -0.1928
435.406 -0.19261
435.408 -0.19276
435.41 -0.19261
435.412 -0.19252
435.414 -0.19244
435.416 -0.19284
435.418 -0.1928
435.42 -0.19296
435.422 -0.19301
435.424 -0.19303
435.426 -0.19318
435.428 -0.19269
435.43 -0.1928
435.432 -0.19335
435.434 -0.19305
435.436 -0.19312
435.438 -0.19333
435.44 -0.19337
435.442 -0.19351
435.444 -0.19314
435.446 -0.19325
435.448 -0.19328
435.45 -0.19348
435.452 -0.19388
435.454 -0.19398
435.456 -0.19393
435.458 -0.19421
435.46 -0.19421
435.462 -0.19462
435.464 -0.1942
435.466 -0.19463
435.468 -0.19472
435.47 -0.1956
435.472 -0.19597
435.474 -0.19612
435.476 -0.19669
435.478 -0.19695
435.48 -0.19712
435.482 -0.19927
435.484 -0.19969
435.486 -0.20119
435.488 -0.20198
435.49 -0.20423
435.492 -0.20545
435.494 -0.20948
435.496 -0.21528
435.498 -0.21951
435.5 -0.22971
435.502 -0.24781
435.504 -0.26583
435.506 -0.29461
435.508 -0.32053
435.51 -0.36256
435.512 -0.40484
435.514 -0.49934
435.516 -0.61347
435.518 -0.83886
435.52 -1.00852
435.522 -1.1916
435.524 -1.1909
435.526 -1.08209
435.528 -0.9733
435.53 -0.80783
435.532 -0.70453
435.534 -0.60252
435.536 -0.53773
435.538 -0.47387
435.54 -0.42347
435.542 -0.36831
435.544 -0.34428
435.546 -0.31264
435.548 -0.28014
435.55 -0.25638
435.552 -0.24323
435.554 -0.22776
435.556 -0.21909
435.558 -0.2078
435.56 -0.20518
435.562 -0.20158
435.564 -0.19991
435.566 -0.19847
435.568 -0.19854
435.57 -0.19643
435.572 -0.19616
435.574 -0.19658
435.576 -0.19494
435.578 -0.19488
435.58 -0.19469
435.582 -0.19385
435.584 -0.19491
435.586 -0.19444
435.588 -0.19422
435.59 -0.19406
435.592 -0.19429
435.594 -0.19397
435.596 -0.19382
435.598 -0.19349
435.6 -0.19356
435.602 -0.19346
435.604 -0.193
435.606 -0.19335
435.608 -0.19308
435.61 -0.19289
435.612 -0.19332
435.614 -0.19359
435.616 -0.19311
435.618 -0.19318
435.62 -0.19296
435.622 -0.1931
435.624 -0.19277
435.626 -0.19305
435.628 -0.19254
435.63 -0.19283
435.632 -0.19273
435.634 -0.19252
435.636 -0.19297
435.638 -0.19249
435.64 -0.19278
435.642 -0.19249
435.644 -0.19255
435.646 -0.19271
435.648 -0.19244
435.65 -0.19231
435.652 -0.19278
435.654 -0.19285
435.656 -0.19231
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
435.658 -0.19257
